STATION,PLATFORM,SERVING LINE,ORIGIN,DESTINATION,CONNECTION,DURATION,TRANSPORT_MODE,DELAY,STATUS
MITTNACHTSTRASSE,Mittnachtstraße::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,22,Stadtbahn,0,On time
WILHELMSBAU,Wilhelmsbau::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,14,Bus,0,On time
NÜRNBERGER_STRASSE,Nürnberger Straße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,8,Bus,0,On time
FÖHRICH,Föhrich::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,15,Stadtbahn,0,On time
MITTNACHTSTRASSE,Mittnachtstraße::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,30,Stadtbahn,1,Delayed
WILHELMSBAU,Wilhelmsbau::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,3,Bus,0,On time
FÖHRICH,Föhrich::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,45,Stadtbahn,0,On time
FÖHRICH,Föhrich::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,2,Stadtbahn,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,9,Bus,0,On time
FÖHRICH,Föhrich::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,16,Stadtbahn,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,10,Bus,0,On time
SPAICHINGER_STRASSE,Spaichinger Straße::6,65,Obertürkheim Bf,Echterdingen Flughafen/Messe (SAB),65:Obertürkheim Bf-Echterdingen Flughafen/Messe (SAB),29,Bus,0,On time
FÖHRICH,Föhrich::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,15,Stadtbahn,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,9,Bus,0,On time
SPAICHINGER_STRASSE,Spaichinger Straße::3,65,Echterdingen Flughafen/Messe (SAB),Obertürkheim Bf,65:Echterdingen Flughafen/Messe (SAB)-Obertürkheim Bf,20,Bus,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,10,Bus,0,On time
FÖHRICH,Föhrich::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,45,Stadtbahn,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,9,Bus,0,On time
FÖHRICH,Föhrich::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,2,Stadtbahn,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,10,Bus,0,On time
FÖHRICH,Föhrich::3,91,Feuerbach Bf,Lauchhau,91:Feuerbach Bf-Lauchhau,32,Bus,4,Delayed
ALBERT_SCHÄFFLE_STRASSE,Albert-Schäffle-Straße::3,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,24,Bus,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,9,Bus,0,On time
FÖHRICH,Föhrich::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,16,Stadtbahn,0,On time
ALBERT_SCHÄFFLE_STRASSE,Albert-Schäffle-Straße::4,45,Bad Cannstatt Bf,Buchwald,45:Bad Cannstatt Bf-Buchwald,2,Bus,0,On time
ANTWERPENER_STRASSE,Antwerpener Straße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,10,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,26,Stadtbahn,0,On time
BESKIDENSTRASSE,Beskidenstraße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,10,Bus,0,On time
DOGGENBURG,Doggenburg::6,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,34,Bus,0,On time
DOBELSTRASSE,Dobelstraße::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,34,Stadtbahn,0,On time
BESKIDENSTRASSE,Beskidenstraße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,8,Bus,0,On time
DOGGENBURG,Doggenburg::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,9,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,23,Stadtbahn,0,On time
BESKIDENSTRASSE,Beskidenstraße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,8,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,18,Stadtbahn,0,On time
DOGGENBURG,Doggenburg::6,43,Pragsattel,Marienpl. - Feuersee,43:Pragsattel-Marienpl. - Feuersee,34,Bus,0,On time
BESKIDENSTRASSE,Beskidenstraße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,10,Bus,0,On time
DOBELSTRASSE,Dobelstraße::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,29,Stadtbahn,0,On time
DOGGENBURG,Doggenburg::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,9,Bus,0,On time
BESKIDENSTRASSE,Beskidenstraße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,10,Bus,0,On time
DOBELSTRASSE,Dobelstraße::2,U12,Dürrlewang,Remseck Neckargröningen,U12:Dürrlewang-Remseck Neckargröningen,34,Stadtbahn,1,Delayed
BESKIDENSTRASSE,Beskidenstraße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,8,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,26,Stadtbahn,0,On time
BESKIDENSTRASSE,Beskidenstraße::4,U1E,Bad Cannstatt Wilhelmsplatz,Fellb. Lutherkirche,U1E:Bad Cannstatt Wilhelmsplatz-Fellb. Lutherkirche,8,Bus,0,On time
DOBELSTRASSE,Dobelstraße::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,34,Stadtbahn,1,Delayed
BESKIDENSTRASSE,Beskidenstraße::3,U1E,Fellb. Lutherkirche,Bad Cannstatt Wilhelmsplatz,U1E:Fellb. Lutherkirche-Bad Cannstatt Wilhelmsplatz,10,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,23,Stadtbahn,0,On time
VIKTOR_KÖCHL_WEG,Viktor-Köchl-Weg::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,10,Bus,0,On time
DOBELSTRASSE,Dobelstraße::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,18,Stadtbahn,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::4,92,Heslach Vogelrain,Leonberg - Rotebühlpl.,92:Heslach Vogelrain-Leonberg - Rotebühlpl.,,Bus,2,Delayed
DOBELSTRASSE,Dobelstraße::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,29,Stadtbahn,0,On time
VIKTOR_KÖCHL_WEG,Viktor-Köchl-Weg::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,33,Bus,0,On time
DOBELSTRASSE,Dobelstraße::2,U12,Dürrlewang,Remseck Neckargröningen,U12:Dürrlewang-Remseck Neckargröningen,34,Stadtbahn,0,On time
VIKTOR_KÖCHL_WEG,Viktor-Köchl-Weg::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,10,Bus,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,37,Stadtbahn,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,8,Stadtbahn,0,On time
VIKTOR_KÖCHL_WEG,Viktor-Köchl-Weg::4,43,Pragsattel,Marienpl. - Feuersee,43:Pragsattel-Marienpl. - Feuersee,33,Bus,-1,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),36,Stadtbahn,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,8,Stadtbahn,0,On time
HAIGST,Haigst::2,10,Degerloch,Marienplatz,10:Degerloch-Marienplatz,7,Zahnradbahn,0,On time
SCHOTTSTRASSE,Schottstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,11,Bus,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,37,Stadtbahn,0,On time
HAIGST,Haigst::1,10,Marienplatz,Degerloch,10:Marienplatz-Degerloch,5,Zahnradbahn,0,On time
SCHOTTSTRASSE,Schottstraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,32,Bus,0,On time
HAIGST,Haigst::2,10,Degerloch,Marienplatz,10:Degerloch-Marienplatz,7,Zahnradbahn,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,8,Stadtbahn,0,On time
SCHOTTSTRASSE,Schottstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,11,Bus,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,8,Stadtbahn,0,On time
HESLACH_VOGELRAIN,Heslach Vogelrain::2,U14,Vaihingen Bf,Mühlhausen,U14:Vaihingen Bf-Mühlhausen,36,Stadtbahn,0,On time
SCHOTTSTRASSE,Schottstraße::4,43,Pragsattel,Marienpl. - Feuersee,43:Pragsattel-Marienpl. - Feuersee,32,Bus,0,On time
ROHRER_WEG,Rohrer Weg::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,12,Stadtbahn,0,On time
ROHRER_WEG,Rohrer Weg::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,48,Stadtbahn,2,Delayed
EHRENHALDE,Ehrenhalde::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,13,Bus,0,On time
ROHRER_WEG,Rohrer Weg::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,12,Stadtbahn,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U2,Botnang,Neugereut,U2:Botnang-Neugereut,25,Stadtbahn,0,On time
ROHRER_WEG,Rohrer Weg::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,48,Stadtbahn,0,On time
EHRENHALDE,Ehrenhalde::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,31,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,20,Stadtbahn,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,5,Stadtbahn,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,,Bus,0,On time
EHRENHALDE,Ehrenhalde::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,13,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,25,Stadtbahn,0,On time
EHRENHALDE,Ehrenhalde::4,43,Pragsattel,Marienpl. - Feuersee,43:Pragsattel-Marienpl. - Feuersee,31,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,23,Stadtbahn,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U2,Neugereut,Botnang,U2:Neugereut-Botnang,13,Stadtbahn,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U2,Botnang,Neugereut,U2:Botnang-Neugereut,25,Stadtbahn,0,On time
DILLMANNSTRASSE,Dillmannstraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,30,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,20,Stadtbahn,0,On time
DILLMANNSTRASSE,Dillmannstraße::4,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,16,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,5,Stadtbahn,0,On time
DILLMANNSTRASSE,Dillmannstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,14,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,,Bus,0,On time
DILLMANNSTRASSE,Dillmannstraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,30,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,25,Stadtbahn,0,On time
DILLMANNSTRASSE,Dillmannstraße::4,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,16,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::1,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,23,Stadtbahn,0,On time
DILLMANNSTRASSE,Dillmannstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,14,Bus,0,On time
BERLINER_PLATZ__HOHE_STRASSE,Berliner Platz (Hohe Straße)::2,U2,Neugereut,Botnang,U2:Neugereut-Botnang,13,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,17,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,15,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 2,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,6,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,15,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,13,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,13,Stadtbahn,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,13,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::7,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,13,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,15,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,26,Bus,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,17,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,15,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 2,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,6,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,13,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,13,Bus,0,On time
KARL_OLGA_KRANKENHAUS,Karl-Olga-Krankenhaus::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,13,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,17,Bus,0,On time
LINDEN_MUSEUM,Linden-Museum::7,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,13,Bus,0,On time
BERGFRIEDHOF,Bergfriedhof::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,14,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,26,Bus,0,On time
BERGFRIEDHOF,Bergfriedhof::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,16,Stadtbahn,0,On time
BERGFRIEDHOF,Bergfriedhof::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,14,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,17,Bus,0,On time
BERGFRIEDHOF,Bergfriedhof::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,12,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 2,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,6,Bus,0,On time
BERGFRIEDHOF,Bergfriedhof::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,14,Stadtbahn,0,On time
LINDEN_MUSEUM,Linden-Museum::Bstg. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,13,Bus,0,On time
BERGFRIEDHOF,Bergfriedhof::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,16,Stadtbahn,0,On time
BERGFRIEDHOF,Bergfriedhof::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,14,Stadtbahn,0,On time
BERGFRIEDHOF,Bergfriedhof::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,12,Stadtbahn,0,On time
WILHELM__OLGASTRASSE,Wilhelm-/Olgastraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,12,Bus,0,On time
WILHELM__OLGASTRASSE,Wilhelm-/Olgastraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,11,Bus,0,On time
WILHELM__OLGASTRASSE,Wilhelm-/Olgastraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,12,Bus,0,On time
OSTHEIM_LEO_VETTER_BAD,Ostheim Leo-Vetter-Bad::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,19,Stadtbahn,0,On time
WILHELM__OLGASTRASSE,Wilhelm-/Olgastraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,11,Bus,0,On time
OSTHEIM_LEO_VETTER_BAD,Ostheim Leo-Vetter-Bad::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,9,Stadtbahn,0,On time
FALBENHENNENSTRASSE,Falbenhennenstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,13,Bus,0,On time
OSTHEIM_LEO_VETTER_BAD,Ostheim Leo-Vetter-Bad::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,19,Stadtbahn,0,On time
FALBENHENNENSTRASSE,Falbenhennenstraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,11,Bus,0,On time
OSTHEIM_LEO_VETTER_BAD,Ostheim Leo-Vetter-Bad::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,9,Stadtbahn,0,On time
OSTHEIM_LEO_VETTER_BAD,Ostheim Leo-Vetter-Bad::4,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,16,Bus,0,On time
FALBENHENNENSTRASSE,Falbenhennenstraße::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,13,Bus,0,On time
FALBENHENNENSTRASSE,Falbenhennenstraße::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,11,Bus,0,On time
GAISBURG,Gaisburg::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,8,Stadtbahn,0,On time
GABLENBERG,Gablenberg::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,15,Bus,0,Cancelled
GAISBURG,Gaisburg::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,20,Stadtbahn,0,On time
GABLENBERG,Gablenberg::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,10,Bus,0,On time
GAISBURG,Gaisburg::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,8,Stadtbahn,0,On time
GABLENBERG,Gablenberg::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,15,Bus,0,Cancelled
GAISBURG,Gaisburg::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,20,Stadtbahn,0,On time
GABLENBERG,Gablenberg::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,10,Bus,0,On time
GABLENBERG,Gablenberg::3,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,22,Bus,0,On time
GABLENBERG,Gablenberg::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,15,Bus,0,Cancelled
GABLENBERG,Gablenberg::4,45,Bad Cannstatt Bf,Buchwald,45:Bad Cannstatt Bf-Buchwald,4,Bus,0,On time
GABLENBERG,Gablenberg::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,10,Bus,0,On time
LIBANONSTRASSE,Libanonstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,16,Bus,0,Cancelled
LIBANONSTRASSE,Libanonstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,11,Bus,0,On time
LIBANONSTRASSE,Libanonstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,16,Bus,0,Cancelled
LIBANONSTRASSE,Libanonstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,11,Bus,0,On time
LIBANONSTRASSE,Libanonstraße::3,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,21,Bus,0,On time
LIBANONSTRASSE,Libanonstraße::4,45,Bad Cannstatt Bf,Buchwald,45:Bad Cannstatt Bf-Buchwald,5,Bus,0,On time
LIBANONSTRASSE,Libanonstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,16,Bus,0,Cancelled
LIBANONSTRASSE,Libanonstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,11,Bus,0,On time
WAGENBURGSTRASSE,Wagenburgstraße::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,13,Bus,0,On time
WAGENBURGSTRASSE,Wagenburgstraße::Pos. 4,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,30,Bus,0,On time
WAGENBURGSTRASSE,Wagenburgstraße::Pos. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,18,Bus,0,On time
WAGENBURGSTRASSE,Wagenburgstraße::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,8,Bus,0,On time
